Date,APPL,MSFT
4/22/2015,128.62,42.99
4/23/2015,129.67,43.34
4/24/2015,130.28,47.87
4/27/2015,132.65,48.03
4/28/2015,130.56,49.16
4/29/2015,128.64,49.06
4/30/2015,125.15,48.64
5/1/2015,128.95,48.66
5/4/2015,128.7,48.24
5/5/2015,125.8,47.6
5/6/2015,125.01,46.28
5/7/2015,125.26,46.7
5/8/2015,127.62,47.75
5/11/2015,126.32,47.37
5/12/2015,125.87,47.35
5/13/2015,126.01,47.63
5/14/2015,128.95,48.72
5/15/2015,128.77,48.3
5/18/2015,130.19,48.01
5/19/2015,130.07,47.58
5/20/2015,130.06,47.58
5/21/2015,131.39,47.42
5/22/2015,132.54,46.9
5/26/2015,129.62,46.59
5/27/2015,132.04,47.61
5/28/2015,131.78,47.45
5/29/2015,130.28,46.86
6/1/2015,130.54,47.23
6/2/2015,129.96,46.92
6/3/2015,130.12,46.85
6/4/2015,129.36,46.36
6/5/2015,128.65,46.14
6/8/2015,127.8,45.73
6/9/2015,127.42,45.65
6/10/2015,128.88,46.61
6/11/2015,128.59,46.44
6/12/2015,127.17,45.97
6/15/2015,126.92,45.48
6/16/2015,127.6,45.83
6/17/2015,127.3,45.97
6/18/2015,127.88,46.72
6/19/2015,126.6,46.1
6/22/2015,127.61,46.23
6/23/2015,127.03,45.91
6/24/2015,128.11,45.64
6/25/2015,127.5,45.65
6/26/2015,126.75,45.26
6/29/2015,124.53,44.37
6/30/2015,125.43,44.15
7/1/2015,126.6,44.45
7/2/2015,126.44,44.4
7/6/2015,126,44.39
7/7/2015,125.69,44.3
7/8/2015,122.57,44.24
7/9/2015,120.07,44.52
7/10/2015,123.28,44.61
7/13/2015,125.66,45.54
7/14/2015,125.61,45.62
7/15/2015,126.82,45.76
7/16/2015,128.51,46.66
7/17/2015,129.62,46.62
7/20/2015,132.07,46.92
7/21/2015,130.75,47.28
7/22/2015,125.22,45.54
7/23/2015,125.16,46.11
7/24/2015,124.5,45.94
7/27/2015,122.77,45.35
7/28/2015,123.38,45.34
7/29/2015,122.99,46.29
7/30/2015,122.37,46.88
7/31/2015,121.3,46.7
8/3/2015,118.44,46.81
8/4/2015,114.64,47.54
8/5/2015,115.4,47.58
8/6/2015,115.13,46.62
8/7/2015,115.52,46.74
8/10/2015,119.72,47.33
8/11/2015,113.49,46.41
8/12/2015,115.24,46.74
8/13/2015,115.15,46.73
8/14/2015,115.96,47
8/17/2015,117.16,47.32
8/18/2015,116.5,47.27
8/19/2015,115.01,46.61
8/20/2015,112.65,45.66
8/21/2015,105.76,43.07
8/24/2015,103.12,41.68
8/25/2015,103.74,40.47
8/26/2015,109.69,42.71
8/27/2015,112.92,43.9
8/28/2015,113.29,43.93
8/31/2015,112.76,43.52
9/1/2015,107.72,41.82
9/2/2015,112.34,43.36
9/3/2015,110.37,43.5
9/4/2015,109.27,42.61
9/8/2015,112.31,43.89
9/9/2015,110.15,43.07
9/10/2015,112.57,43.29
9/11/2015,114.21,43.48
9/14/2015,115.31,43.04
9/15/2015,116.28,43.98
9/16/2015,116.41,44.3
9/17/2015,113.92,44.25
9/18/2015,113.45,43.48
9/21/2015,115.21,44.11
9/22/2015,113.4,43.9
9/23/2015,114.32,43.87
9/24/2015,115,43.91
9/25/2015,114.71,43.94
9/28/2015,112.44,43.29
9/29/2015,109.06,43.44
9/30/2015,110.3,44.26
10/1/2015,109.58,44.61
10/2/2015,110.38,45.57
10/5/2015,110.78,46.63
10/6/2015,111.31,46.75
10/7/2015,110.78,46.8
10/8/2015,109.5,47.45
10/9/2015,112.12,47.11
10/12/2015,111.6,47
10/13/2015,111.79,46.89
10/14/2015,110.21,46.68
10/15/2015,111.86,47.01
10/16/2015,111.04,47.51
10/19/2015,111.73,47.62
10/20/2015,113.77,47.77
10/21/2015,113.76,47.2
10/22/2015,115.5,48.03
10/23/2015,119.08,52.87
10/26/2015,115.28,54.25
10/27/2015,114.55,53.69
10/28/2015,119.27,53.98
10/29/2015,120.53,53.36
10/30/2015,119.5,52.64
11/2/2015,121.18,53.24
11/3/2015,122.57,54.15
11/4/2015,122,54.4
11/5/2015,120.92,54.38
11/6/2015,121.06,54.92
11/9/2015,120.57,54.16
11/10/2015,116.77,53.51
11/11/2015,116.11,53.65
11/12/2015,115.72,53.32
11/13/2015,112.34,52.84
11/16/2015,114.18,53.77
11/17/2015,113.69,52.97
11/18/2015,117.29,53.85
11/19/2015,118.78,53.94
11/20/2015,119.3,54.19
11/23/2015,117.75,54.19
11/24/2015,118.88,54.25
11/25/2015,118.03,53.69
11/27/2015,117.81,53.93
11/30/2015,118.3,54.35
12/1/2015,117.34,55.22
12/2/2015,116.28,55.21
12/3/2015,115.2,54.2
12/4/2015,119.03,55.91
12/7/2015,118.28,55.81
12/8/2015,118.23,55.79
12/9/2015,115.62,54.98
12/10/2015,116.17,55.27
12/11/2015,113.18,54.06
12/14/2015,112.48,55.14
12/15/2015,110.49,55.2
12/16/2015,111.34,56.13
12/17/2015,108.98,55.7
12/18/2015,106.03,54.13
12/21/2015,107.33,54.83
12/22/2015,107.23,55.35
12/23/2015,108.61,55.82
12/24/2015,108.03,55.67
12/28/2015,106.82,55.95
12/29/2015,108.74,56.55
12/30/2015,107.32,56.31
12/31/2015,105.26,55.48
1/4/2016,105.35,54.8
1/5/2016,102.71,55.05
1/6/2016,100.7,54.05
1/7/2016,96.45,52.17
1/8/2016,96.96,52.33
1/11/2016,98.53,52.3
1/12/2016,99.96,52.78
1/13/2016,97.39,51.64
1/14/2016,99.52,53.11
1/15/2016,97.13,50.99
1/19/2016,96.66,50.56
1/20/2016,96.79,50.79
1/21/2016,96.3,50.48
1/22/2016,101.42,52.29
1/25/2016,99.44,51.79
1/26/2016,99.99,52.17
1/27/2016,93.42,51.22
1/28/2016,94.09,52.06
1/29/2016,97.34,55.09
2/1/2016,96.43,54.71
2/2/2016,94.48,53
2/3/2016,96.35,52.16
2/4/2016,96.6,52
2/5/2016,94.02,50.16
2/8/2016,95.01,49.41
2/9/2016,94.99,49.28
2/10/2016,94.27,49.71
2/11/2016,93.7,49.69
2/12/2016,93.99,50.5
2/16/2016,96.64,51.09
2/17/2016,98.12,52.42
2/18/2016,96.26,52.19
2/19/2016,96.04,51.82
2/22/2016,96.88,52.65
2/23/2016,94.69,51.18
2/24/2016,96.1,51.36
2/25/2016,96.76,52.1
2/26/2016,96.91,51.3
2/29/2016,96.69,50.88
3/1/2016,100.53,52.58
3/2/2016,100.75,52.95
3/3/2016,101.5,52.35
3/4/2016,103.01,52.03
3/7/2016,101.87,51.03
3/8/2016,101.03,51.65
3/9/2016,101.12,52.84
3/10/2016,101.17,52.05
3/11/2016,102.26,53.07
3/14/2016,102.52,53.17
3/15/2016,104.58,53.59
3/16/2016,105.97,54.35
3/17/2016,105.8,54.66
3/18/2016,105.92,53.49
3/21/2016,105.91,53.86
3/22/2016,106.72,54.07
3/23/2016,106.13,53.97
3/24/2016,105.67,54.21
3/28/2016,105.19,53.54
3/29/2016,107.68,54.71
3/30/2016,109.56,55.05
3/31/2016,108.99,55.23
4/1/2016,109.99,55.57
4/4/2016,111.12,55.43
4/5/2016,109.81,54.56
4/6/2016,110.96,55.12
4/7/2016,108.54,54.46
4/8/2016,108.66,54.42
4/11/2016,109.02,54.31
4/12/2016,110.44,54.65
4/13/2016,112.04,55.35
4/14/2016,112.1,55.36
4/15/2016,109.85,55.65
4/18/2016,107.48,56.46
4/19/2016,106.91,56.39
4/20/2016,107.13,55.59
4/21/2016,105.97,55.78
4/22/2016,105.68,51.78
4/25/2016,105.08,52.11
4/26/2016,104.35,51.44
4/27/2016,97.82,50.94
4/28/2016,94.83,49.9
4/29/2016,93.74,49.87
5/2/2016,93.64,50.61
5/3/2016,95.18,49.78
5/4/2016,94.19,49.87
5/5/2016,93.24,49.94
5/6/2016,92.72,50.39
5/9/2016,92.79,50.07
5/10/2016,93.42,51.02
5/11/2016,92.51,51.05
5/12/2016,90.34,51.51
5/13/2016,90.52,51.08
5/16/2016,93.88,51.83
5/17/2016,93.49,50.51
5/18/2016,94.56,50.81
5/19/2016,94.2,50.32
5/20/2016,95.22,50.62
5/23/2016,96.43,50.03
5/24/2016,97.9,51.59
5/25/2016,99.62,52.12
5/26/2016,100.41,51.89
5/27/2016,100.35,52.32
5/31/2016,99.86,53
6/1/2016,98.46,52.85
6/2/2016,97.72,52.48
6/3/2016,97.92,51.79
6/6/2016,98.63,52.13
6/7/2016,99.03,52.1
6/8/2016,98.94,52.04
6/9/2016,99.65,51.62
6/10/2016,98.83,51.48
6/13/2016,97.34,50.14
6/14/2016,97.46,49.83
6/15/2016,97.14,49.69
6/16/2016,97.55,50.39
6/17/2016,95.33,50.13
6/20/2016,95.1,50.07
6/21/2016,95.91,51.19
6/22/2016,95.55,50.99
6/23/2016,96.1,51.91
6/24/2016,93.4,49.83
6/27/2016,92.04,48.43
6/28/2016,93.59,49.44
6/29/2016,94.4,50.54
6/30/2016,95.6,51.17
7/1/2016,95.89,51.16
7/5/2016,94.99,51.17
7/6/2016,95.53,51.38
7/7/2016,95.94,51.38
7/8/2016,96.68,52.3
7/11/2016,96.98,52.59
7/12/2016,97.42,53.21
7/13/2016,96.87,53.51
7/14/2016,98.79,53.74
7/15/2016,98.78,53.7
7/18/2016,99.83,53.96
7/19/2016,99.87,53.09
7/20/2016,99.96,55.91
7/21/2016,99.43,55.8
7/22/2016,98.66,56.57
7/25/2016,97.34,56.73
7/26/2016,96.67,56.76
7/27/2016,102.95,56.19
7/28/2016,104.34,56.21
7/29/2016,104.21,56.68
8/1/2016,106.05,56.58
8/2/2016,104.48,56.58
8/3/2016,105.79,56.97
8/4/2016,105.87,57.39
8/5/2016,107.48,57.96
8/8/2016,108.37,58.06
8/9/2016,108.81,58.2
8/10/2016,108,58.02
8/11/2016,107.93,58.3
8/12/2016,108.18,57.94
8/15/2016,109.48,58.12
8/16/2016,109.38,57.44
8/17/2016,109.22,57.56
8/18/2016,109.08,57.6
8/19/2016,109.36,57.62
8/22/2016,108.51,57.67
8/23/2016,108.85,57.89
8/24/2016,108.03,57.95
8/25/2016,107.57,58.17
8/26/2016,106.94,58.03
8/29/2016,106.82,58.1
8/30/2016,106,57.89
8/31/2016,106.1,57.46
9/1/2016,106.73,57.59
9/2/2016,107.73,57.67
9/6/2016,107.7,57.61
9/7/2016,108.36,57.66
9/8/2016,105.52,57.43
9/9/2016,103.13,56.21
9/12/2016,105.44,57.05
9/13/2016,107.95,56.53
9/14/2016,111.77,56.26
9/15/2016,115.57,57.19
9/16/2016,114.92,57.25
9/19/2016,113.58,56.93
9/20/2016,113.57,56.81
9/21/2016,113.55,57.76
9/22/2016,114.62,57.82
9/23/2016,112.71,57.43
9/26/2016,112.88,56.9
9/27/2016,113.09,57.95
9/28/2016,113.95,58.03
9/29/2016,112.18,57.4
9/30/2016,113.05,57.6
10/3/2016,112.52,57.42
10/4/2016,113,57.24
10/5/2016,113.05,57.64
10/6/2016,113.89,57.74
10/7/2016,114.06,57.8
10/10/2016,116.05,58.04
10/11/2016,116.3,57.19
10/12/2016,117.34,57.11
10/13/2016,116.98,56.92
10/14/2016,117.63,57.42
10/17/2016,117.55,57.22
10/18/2016,117.47,57.66
10/19/2016,117.12,57.53
10/20/2016,117.06,57.25
10/21/2016,116.6,59.66
10/24/2016,117.65,61
10/25/2016,118.25,60.99
10/26/2016,115.59,60.63
10/27/2016,114.48,60.1
10/28/2016,113.72,59.87
10/31/2016,113.54,59.92
11/1/2016,111.49,59.8
11/2/2016,111.59,59.43
11/3/2016,109.83,59.21
11/4/2016,108.84,58.71
11/7/2016,110.41,60.42
11/8/2016,111.06,60.47
11/9/2016,110.88,60.17
11/10/2016,107.79,58.7
11/11/2016,108.43,59.02
11/14/2016,105.71,58.12
11/15/2016,107.11,58.87
11/16/2016,109.99,59.65
11/17/2016,109.95,60.64
11/18/2016,110.06,60.35
11/21/2016,111.73,60.86
11/22/2016,111.8,61.12
11/23/2016,111.23,60.4
11/25/2016,111.79,60.53
11/28/2016,111.57,60.61
11/29/2016,111.46,61.09
11/30/2016,110.52,60.26
12/1/2016,109.49,59.2
12/2/2016,109.9,59.25
12/5/2016,109.11,60.22
12/6/2016,109.95,59.95
12/7/2016,111.03,61.37
12/8/2016,112.12,61.01
12/9/2016,113.95,61.97
12/12/2016,113.3,62.17
12/13/2016,115.19,62.98
12/14/2016,115.19,62.68
12/15/2016,115.82,62.58
12/16/2016,115.97,62.3
12/19/2016,116.64,63.62
12/20/2016,116.95,63.54
12/21/2016,117.06,63.54
12/22/2016,116.29,63.55
12/23/2016,116.52,63.24
12/27/2016,117.26,63.28
12/28/2016,116.76,62.99
12/29/2016,116.73,62.9
12/30/2016,115.82,62.14
1/3/2017,116.15,62.58
1/4/2017,116.02,62.3
1/5/2017,116.61,62.3
1/6/2017,117.91,62.84
1/9/2017,118.99,62.64
1/10/2017,119.11,62.62
1/11/2017,119.75,63.19
1/12/2017,119.25,62.61
1/13/2017,119.04,62.7
1/17/2017,120,62.53
1/18/2017,119.99,62.5
1/19/2017,119.78,62.3
1/20/2017,120,62.74
1/23/2017,120.08,62.96
1/24/2017,119.97,63.52
1/25/2017,121.88,63.68
1/26/2017,121.94,64.27
1/27/2017,121.95,65.78
1/30/2017,121.63,65.13
1/31/2017,121.35,64.65
2/1/2017,128.75,63.58
2/2/2017,128.53,63.17
2/3/2017,129.08,63.68
2/6/2017,130.29,63.64
2/7/2017,131.53,63.43
2/8/2017,132.04,63.34
2/9/2017,132.42,64.06
2/10/2017,132.12,64
2/13/2017,133.29,64.72
2/14/2017,135.02,64.57
2/15/2017,135.51,64.53
2/16/2017,135.35,64.52
2/17/2017,135.72,64.62
2/21/2017,136.7,64.49
2/22/2017,137.11,64.36
2/23/2017,136.53,64.62
2/24/2017,136.66,64.62
2/27/2017,136.93,64.23
2/28/2017,136.99,63.98
3/1/2017,139.79,64.94
3/2/2017,138.96,64.01
3/3/2017,139.78,64.25
3/6/2017,139.34,64.27
3/7/2017,139.52,64.4
3/8/2017,139,64.99
3/9/2017,138.68,64.73
3/10/2017,139.14,64.93
3/13/2017,139.2,64.71
3/14/2017,138.99,64.41
3/15/2017,140.46,64.75
3/16/2017,140.69,64.64
3/17/2017,139.99,64.87
3/20/2017,141.46,64.93
3/21/2017,139.84,64.21
3/22/2017,141.42,65.03
3/23/2017,140.92,64.87
3/24/2017,140.64,64.98
3/27/2017,140.88,65.1
3/28/2017,143.8,65.29
3/29/2017,144.12,65.47
3/30/2017,143.93,65.71
3/31/2017,143.66,65.86
4/3/2017,143.7,65.55
4/4/2017,144.77,65.73
4/5/2017,144.02,65.56
4/6/2017,143.66,65.73
4/7/2017,143.34,65.68
4/10/2017,143.17,65.53
4/11/2017,141.63,65.48
4/12/2017,141.8,65.23
4/13/2017,141.05,64.95
4/17/2017,141.83,65.48
4/18/2017,141.2,65.39
4/19/2017,140.68,65.04
4/20/2017,142.44,65.5
4/21/2017,142.27,66.4
